"seed","ari","nmi","n_vertices","n_communities"
507,0.0290563063598873,0.052890520287976,143,14
508,0.0232835167567289,0.0403200328815746,160,13
509,0.024375805128758,0.0308500563327792,157,13
510,0.0103728818293373,0.018552734172846,165,14
511,0.0468276461768839,0.0530832846591012,161,14
512,0.0387618584164662,0.0559080224804156,158,14
513,0.0381639558068159,0.0482721148312153,156,15
514,0.0285026544310498,0.0362221406610063,158,12
515,0.0141364205857513,0.0399164341181096,154,13
516,0.014104924168331,0.030358445543193,154,13
517,0.035742219559824,0.0493360244338582,159,13
518,0.017895242781162,0.0399056953575613,154,12
519,0.0168377211349846,0.0508003805558715,157,13
520,0.0311570182807037,0.0366290553808958,157,13
521,0.0247027243946583,0.0331654638220668,160,13
522,0.0297743136080418,0.0352481588335632,149,13
523,0.0277956664454589,0.0473718634984661,162,12
524,0.0410408633085093,0.0565382088960079,151,15
525,0.0198141584302565,0.0424620767072588,147,14
526,0.0298193209985282,0.0404353062271039,157,12
527,0.0215314171127452,0.035923427959736,158,16
528,0.0162666402802011,0.0453432827530981,161,13
529,0.0261603869988341,0.0359170109221923,154,14
530,0.0367732004739367,0.0589283519359739,158,14
531,0.0217546796948902,0.0342256024913101,147,13
532,0.0401925326615067,0.0540761257216883,152,14
533,0.0154249822427898,0.0421005529671316,171,14
534,0.0127680027564703,0.0248939108347964,167,13
535,0.0155840747479235,0.0334278325812787,152,14
536,0.00536953563349884,0.0207459988603727,159,14
537,0.0287983601640774,0.0378198886291456,155,14
538,0.00815560996112066,0.0191611946986318,143,12
539,0.0261183346071179,0.0343720275468999,158,13
540,0.0115696142036639,0.0410642500508454,161,12
541,0.030011570414521,0.0489359788681557,150,14
542,0.0233704920232018,0.0405161119276646,162,14
543,0.0130350411197279,0.0453426710066337,150,14
544,0.023888659803081,0.038592568593884,154,15
545,0.0233950398074487,0.0403339023873066,157,13
546,0.0185421905330973,0.0381921938897282,150,13
547,0.0152928529210344,0.0335799185903438,169,13
548,0.0354983780550316,0.0441030674816272,159,13
549,0.0468799296846266,0.0512831049751411,163,12
550,0.0215404976791413,0.0450772225879987,161,14
551,0.00858570507332928,0.0260416080711545,152,15
552,0.0288246989656268,0.0520467358641316,152,13
553,0.0170905557541009,0.0375979831243336,142,12
554,0.0705725674795962,0.0709430481197291,158,14
555,0.0256023366203289,0.0486806616702455,168,13
556,0.0184342111015009,0.0352812081611993,159,14
557,0.0277363845046983,0.0390043764030255,161,13
558,0.0250513337892135,0.0384784426515572,159,14
559,0.0330102996273049,0.0396463747661174,146,13
560,0.0261437967289884,0.0365883104132707,163,13
561,0.0327959985691523,0.0422770958470128,149,13
562,0.0288587723830164,0.0408418723178701,167,12
563,0.0375549295922735,0.0543525953643509,156,13
564,0.0175032550369167,0.0437652344181173,156,13
565,0.0108399230336956,0.0208422651087808,153,15
566,0.0212547199259339,0.0499608670823212,163,13
567,0.0180398208331412,0.0346592008379361,152,12
568,0.0161747456203365,0.0290361533911687,151,14
569,0.0330169065625493,0.0567492356085447,163,15
570,0.0370648317037226,0.0519241738426006,165,13
571,0.0194342823037488,0.0406938754267152,162,12
572,0.02395945586673,0.0418733777957102,153,13
573,0.031648703129046,0.0391522270539216,146,15
574,0.018110209580904,0.0310606426128877,151,14
575,0.0421726742144164,0.0604128241799708,154,14
576,0.0174069041002706,0.0300591735240648,153,13
577,0.0255954023499557,0.0361875116532008,160,13
578,0.0391942173344691,0.0484927561018956,159,13
579,0.0106873666287722,0.0181282656282217,157,12
580,0.0271108766954183,0.0481499632805888,155,15
581,0.0293619351545348,0.0448075727100083,157,14
582,0.0358146924625026,0.0569427334098335,157,13
583,0.0315974347301316,0.0388143740584942,148,12
584,0.0380173211318528,0.0536479713824133,159,14
585,0.042133157219586,0.0571996748304943,162,13
586,0.0285907415044777,0.0388515869336008,158,15
587,0.00940582542770122,0.0189068184565806,157,14
588,0.0209316617068004,0.0442083723371852,162,12
589,0.0219797416056549,0.043936609172334,153,13
590,0.0143492090468065,0.0304508064166558,154,14
591,0.0199325438352582,0.0291768273501133,165,12
592,0.0229770117718747,0.0386355971890038,153,14
593,0.0463026907180402,0.0536223439111116,145,14
594,0.0333955725524563,0.043970642260634,156,14
595,0.0493128000740398,0.0563963542538856,153,12
596,0.0127078375194482,0.0264559171725307,152,13
597,0.0260618441479372,0.0400945754710618,141,13
598,0.015819932062631,0.0354820596390334,156,13
599,0.0124158129506217,0.0375487178863298,157,13
600,0.0190074114625606,0.0298733263111137,156,13
601,0.0233424802561397,0.0399409180881137,154,13
602,0.0506225272851169,0.053387996478113,153,14
603,0.017686477352065,0.0356284920458087,147,14
604,0.013275496539085,0.0441270798230937,161,13
605,0.0319022049565802,0.0448956815128421,159,13
606,0.0208143495234534,0.0356164084098847,156,13
607,0.0148558487353282,0.0305693018817015,155,13
608,0.0289452631853332,0.0428511767455875,157,13
609,0.0333215807781809,0.0510347367073608,150,14
610,0.024721669420619,0.0500230015851353,158,13
611,0.0315259033020964,0.0428701317939923,162,12
612,0.0251280213891699,0.0434572602723829,158,13
613,0.0204710361332235,0.0447342387769584,157,12
614,0.0325772415646306,0.0445114020919687,145,12
615,0.0251376726577839,0.0346563009628263,158,13
616,0.0354376678538443,0.0478288290414098,159,13
617,0.0242135897263246,0.0407923393310862,152,15
618,0.00929673077497056,0.0253802001780138,158,14
619,0.0374172779581956,0.0466440325907349,145,12
620,0.0182825187454296,0.0275221416044102,167,14
621,0.0416728418558801,0.0694837078655385,154,13
622,0.0168178656560761,0.0306771223023126,144,14
623,0.0278575317787055,0.0442525276161584,162,14
624,0.026967868440836,0.0471385572097475,145,13
625,0.0169759534985712,0.0290620237367278,156,12
626,0.0332485244968866,0.0526542228963532,160,13
627,0.0106996263085649,0.0341975881048832,148,13
628,0.0262673452944543,0.0584950419478381,157,13
629,0.0159907753797856,0.0272348122249616,161,13
630,0.0202477288544352,0.0410708831416022,166,14
631,0.0428465927047027,0.0507569261346248,156,13
632,0.0187021252101932,0.0455122369320891,159,13
633,0.0358888718746445,0.053873755966916,148,14
634,0.0243738646067433,0.0339805133678945,152,14
635,0.0162146174866673,0.0307802225591662,157,13
636,0.0230406593858989,0.0370970701901856,164,13
637,0.0255216333742654,0.0396704445594783,150,12
638,0.0465749949104438,0.0573834166331981,156,15
639,0.0264387319976122,0.0402652335065581,158,13
640,0.0151331139095016,0.0382180625871578,145,13
641,0.0175501397549982,0.047830085162704,153,12
642,0.00311954488474251,0.0115904138125942,171,12
643,0.0380788100116448,0.045065932112196,150,13
644,0.0134126345139539,0.0274886406655548,159,13
645,0.0169996025101993,0.0346947531331162,157,12
646,0.0302962059838211,0.0524964911757393,149,14
647,0.0235925783116675,0.0516412053057489,161,12
648,0.0133589311996002,0.0332002717686752,155,13
649,0.0270961930365474,0.0376157606104383,166,13
650,0.0190008459692942,0.0518957538636484,168,13
651,0.00206924206141979,0.0206295254138523,151,14
652,0.021517136779353,0.0302248018080051,151,14
653,0.0157995655161761,0.0407659015901474,161,13
654,0.0280870098945716,0.0348407751607504,155,13
655,0.0151285319797792,0.0371087559567394,146,13
656,0.0060900656182369,0.0202985533105804,148,14
657,0.0384033390425907,0.0569179082674893,159,12
658,0.00942437930893343,0.0314134309610767,145,14
659,0.0517251705396476,0.0688282173800571,155,14
660,0.0200355093798793,0.0410197228367033,161,13
661,0.0176701233448898,0.0409100805800137,163,13
662,0.0139668780016102,0.0260069414989904,145,13
663,0.0177055383835389,0.036631024403612,161,13
664,0.0225268953014861,0.0492144379323112,155,13
665,0.00991772033026613,0.024741188590716,154,13
666,0.0295953765467517,0.0389681059983959,160,14
667,0.0384222766667383,0.0595621227823038,151,14
668,0.03679102864327,0.0467083569540069,149,13
669,0.0131165490314533,0.0237344821384831,154,13
670,0.0377021709647614,0.0610704173298878,150,13
671,0.0313411111846374,0.0453374897343134,152,13
672,0.0175552750672861,0.0352918871119727,152,13
673,0.025985589592161,0.0350401841021347,163,13
674,0.0217680482888593,0.0416920005677526,153,14
675,0.0227592204932233,0.0332880568088474,158,12
676,0.0143005690970976,0.0305722524189106,152,12
677,0.0172646921043199,0.0308344349167189,153,14
678,0.0231931731666881,0.0397571094413477,147,13
679,0.0237853459914321,0.0401621390876949,162,13
680,0.0157938292176732,0.0380407258744366,161,13
681,0.019548091270201,0.028658209310232,149,13
682,0.0240933476615732,0.0384521092930509,168,13
683,0.027866638289326,0.034692421436278,159,13
684,0.0534914040845816,0.064778478703221,161,13
685,0.0281161031300469,0.0462383292631753,160,13
686,0.0208212214782958,0.034929402151979,161,14
687,0.0189850567356703,0.0379114800769725,148,13
688,0.00836363394138462,0.029761507338698,157,12
689,0.0374299286356774,0.0503878570913065,156,13
690,0.0337465489820776,0.0523153253227108,159,14
691,0.0288514957554124,0.0456073377277042,154,13
692,0.0250924995096039,0.0464841712504522,164,13
693,0.0244141298638245,0.0336020560352388,164,13
694,0.038125358553252,0.0498988203473579,149,13
695,0.0206535169728742,0.0391519488133601,148,14
696,0.0196319880010564,0.0360069075752072,159,13
697,0.0247993987582365,0.046795964955152,157,13
698,0.0284482647740988,0.0467938977245128,168,13
699,0.0189260474513663,0.0492208287874204,158,13
700,0.0405835133262396,0.0459823607238585,164,13
701,0.0206278645708681,0.0403528919077421,159,14
702,0.0285883423687912,0.0395814943813282,164,13
703,0.0315628713131146,0.0505845903217216,154,14
704,0.0290697119937837,0.0360417836667507,150,13
705,0.0156729372671569,0.0341101320329426,159,13
706,0.04096583661728,0.0471007092098428,155,12
707,0.0130792496748504,0.0251930158620094,147,14
708,0.0339368636657055,0.0395702690792153,152,13
709,0.0254501666521225,0.0346974488544556,156,15
710,0.022952041067933,0.0486324216472438,157,13
711,0.0271734873101439,0.0433435929031578,159,12
712,0.0287649167706987,0.040363062029296,144,13
713,0.0317056913478928,0.0570571189808136,145,13
714,0.0189643907459846,0.0376025287905984,154,14
715,0.0163573559087129,0.0426280854745782,162,14
716,0.0275865009784802,0.0324119339769238,157,12
717,0.0190150602286541,0.0264293987963564,160,12
718,0.0345956274320492,0.0438453702067415,160,14
719,0.0166765123690011,0.0272274937902049,150,13
720,0.0276286729157144,0.0427363030184536,147,13
721,0.0281622639149934,0.0446079017998148,167,12
722,0.0192327208011631,0.0475874274895842,153,13
723,0.0240849711786161,0.0328040039976563,151,13
724,0.0342088664960033,0.0476280305696182,154,13
725,0.0282861530515055,0.0394314072436895,158,14
726,0.02232286917697,0.0345122485307535,155,15
727,0.00431340763109913,0.0168902708873807,157,13
728,0.0276113000612546,0.0467218347830211,155,13
729,0.0381101467910517,0.0558080372060367,166,14
730,0.0201215643597544,0.0389041098377684,162,14
731,0.0308690882690154,0.0498197712499176,163,14
732,0.0382619290391229,0.0512683015582536,155,13
733,0.0427591583741313,0.0522620873013765,156,13
734,0.0159356606177695,0.047640606913062,157,13
735,0.0160028239557819,0.0419171011874329,166,12
736,0.0330603351908678,0.0452869951885375,151,12
737,0.0175315454688128,0.0413630989117077,157,12
738,0.0249256301955017,0.0310261028344971,149,12
739,0.032845726732712,0.0444075522353383,156,15
740,0.0299998421910864,0.0439593335901035,164,13
741,0.0299300755916144,0.0400428292121534,155,13
742,0.0436230425160007,0.0538577339613113,150,14
743,0.0329120738707939,0.0592722155781743,150,13
744,0.0214252370791499,0.0460641245713438,155,15
745,0.0181422311767887,0.0278114669212445,158,12
746,0.0385430945313993,0.0598700638000654,157,15
747,0.0298394064680745,0.0477258728474733,164,12
748,0.0145954466415683,0.0343327438656327,161,13
749,0.0152804112203237,0.03739562993715,160,14
750,0.0414704571454084,0.0538220324859558,154,13
751,0.0327537539455676,0.0482452258897328,160,12
752,0.0297726019343707,0.0493907330483529,155,12
753,0.0319690911929334,0.0484632823258736,148,13
754,0.017698731862782,0.0487449252458451,162,12
755,0.0341041876220882,0.0560422180975855,163,14
756,0.0286585873777723,0.0489771318931668,157,12
757,0.0142436707788282,0.0273200409140774,158,13
758,0.0276213364059328,0.049067322937082,161,15
759,0.015911910453272,0.0375265367325029,160,13
760,0.0259493484686384,0.0354724249523981,152,13
761,0.030116787566292,0.040085742153996,153,13
762,0.0150598037288422,0.035580712933012,157,13
763,0.0401202188298437,0.0523361635121483,162,15
764,0.0394206519433948,0.0562014163124964,147,13
765,0.0170746149911354,0.0303662130889689,153,14
766,0.0122413580271124,0.0338600246679018,161,13
767,0.0145424890193404,0.0363044993204838,151,13
768,0.0142921939931796,0.0264334837047988,158,12
769,0.0241399483715104,0.0436827822989283,161,12
770,0.0405122155892855,0.0566276914050057,148,15
771,0.0126444312619587,0.0307699401944468,165,13
772,0.0285961240011149,0.0560200707347716,165,15
773,0.0197084236055521,0.0365364695366992,152,13
774,0.0247655201627212,0.048062381621217,158,15
775,0.0277848254081651,0.0608808645159857,156,14
776,0.0221290590449667,0.0518567905739519,158,14
777,0.018044337564237,0.0314738822725583,164,13
778,0.0189904277843374,0.0317938948257449,157,12
779,0.0222742169044289,0.0304265860579147,155,13
780,0.0230393456619864,0.0334106844507044,156,12
781,0.0176026348073882,0.0379325794470291,150,12
782,0.0376635335730841,0.0480576819506815,150,12
783,0.00479904199248664,0.0198813257826271,155,14
784,0.0424995962559813,0.049233871009893,150,13
785,0.0128381880705834,0.0351595474682108,160,16
786,0.0199292926293254,0.0356271595618791,159,12
787,0.0123601839506509,0.0273192403868495,157,13
788,0.0299476860630498,0.0425918912280348,153,13
789,0.0235151734182159,0.0387103580743031,160,13
790,0.0271613395783219,0.045141087336053,152,13
791,0.0218082690206886,0.0358494685461922,168,13
792,0.023651513682193,0.035196891905926,149,14
793,0.0181663798438179,0.0340973934589122,153,14
794,0.033447105761054,0.0596343243756595,144,14
795,0.0204948602328696,0.0387470397640637,151,14
796,0.0278146962912955,0.0401591835789999,153,13
797,0.022663568912477,0.0397859536970098,164,13
798,0.024873246674596,0.0365338293865226,147,12
799,0.0144426810325429,0.0460285904848158,151,12
800,0.00950205036588139,0.0197854660145984,151,13
801,0.0159239251779806,0.0313341295004639,152,14
802,0.0102935604488779,0.026189456634042,149,13
803,0.0247734995392072,0.0421406344100446,157,15
804,0.031324569837989,0.0378622806445831,160,12
805,0.0250164543556521,0.0448073279461146,143,14
806,0.0240537321751172,0.0316387017794209,147,14
807,0.025157862077066,0.0437510088043765,156,13
808,0.0137738135063469,0.0205299751364438,150,12
809,0.0369712670426622,0.0470439840398357,148,13
810,0.0172458397118909,0.0310241113405487,158,12
811,0.020647619678778,0.0450128969491313,146,12
812,0.038781009171335,0.0542749351493376,154,13
813,0.0452062855907499,0.0569576987437836,160,13
814,0.0274978115768239,0.0325959628617589,160,12
815,0.0192607795312377,0.0422201884932156,153,13
816,0.0214642487681353,0.044287182726958,162,14
817,0.0215853422115527,0.0478835898946673,160,13
818,0.0240501579143631,0.0369767947845842,149,13
819,0.0278322729749723,0.0421355460887373,150,13
820,0.0129448743129527,0.0432440139304351,156,13
821,0.0287920259867643,0.0362204975988079,147,14
822,0.0232277650268659,0.0531157538571728,155,13
823,0.0279089581616594,0.0436270410337365,156,14
824,0.0230097868435709,0.0538423027258443,156,13
825,0.0339595142726312,0.0475564276610163,157,13
826,0.024527107750323,0.0401506123432283,169,14
827,0.0216542185162973,0.0395889505779876,149,14
828,0.0116252028057576,0.0286819034519711,159,13
829,0.0510380704274801,0.0747948708676626,157,14
830,0.0342699587964241,0.0580888048978884,154,13
831,0.0153975667687769,0.0359072682017514,157,12
832,0.0178574912826552,0.0390517210668729,157,13
833,0.0616675293895574,0.0654470282670586,148,14
834,0.0227621684574556,0.0314759795759027,168,12
835,0.0321737186041404,0.050059085152154,160,13
836,0.0199557716162755,0.0361687105138222,157,14
837,0.0168571820301829,0.0317499779775747,157,14
838,0.019234837054378,0.0265791286359516,160,12
839,0.0333669041001468,0.0487596884338132,145,13
840,0.0187222449943932,0.023765402884796,155,13
841,0.0440263194786173,0.050309163068648,159,13
842,0.029590583995445,0.0520729260464132,151,14
843,0.0313247189537322,0.0543273773388389,156,13
844,0.0242790431406789,0.0527503653900271,150,12
845,0.019428145740168,0.0383838897946877,158,13
846,0.0132719420951656,0.0289459413625262,165,13
847,0.0361080530836218,0.0460024280400887,157,12
848,0.0231728692595561,0.0425908265279512,156,13
849,0.0310697054430815,0.05290987949419,163,13
850,0.0427781326403211,0.0492246206367303,155,13
851,0.0174469867073517,0.0269119181913522,158,13
852,0.00755030499014611,0.0328938322859117,155,14
853,0.0454917768639272,0.0685096232874678,166,14
854,0.0262910968940059,0.0445599764287453,152,12
855,0.024630363861739,0.0404513223526315,150,14
856,0.0503660686413338,0.0591714124469942,148,12
857,0.0174353069536555,0.045120992877216,150,15
858,0.0284767275734433,0.0419912411563494,161,15
859,0.0264228033061674,0.0393923266453473,162,13
860,0.0279114788804924,0.0508055463470651,149,13
861,0.027610132896811,0.0491458689348541,158,13
862,0.0167589396650354,0.0289759051913141,158,13
863,0.0192519862022954,0.033905163002393,160,14
864,0.0181710531562665,0.0382848870389473,166,12
865,0.0297647504648894,0.0433649206709098,144,12
866,0.0306105590489212,0.0443956460497542,157,12
867,0.018938619912903,0.0270135316524914,167,13
868,0.0200469158875556,0.0406359042249374,157,15
869,0.0247666246657748,0.031795674078458,155,13
870,0.030429533303966,0.0388370879449635,159,13
871,0.0447131291627471,0.0537700248222435,142,12
872,0.0351638839955268,0.0544455133581678,147,13
873,0.0336813847863696,0.0531540358316587,155,13
874,0.0275455558923355,0.0473606763079243,158,13
875,0.0166261990071438,0.0337314346489242,157,13
876,0.0214941920338304,0.0402596538846463,155,13
877,0.0287313400012956,0.0492659904302637,162,12
878,0.0188953541540205,0.0435022573065234,150,13
879,0.0315000439825734,0.0420655846879179,158,13
880,0.0252207616619879,0.0394026553142413,171,12
881,0.0351210380127357,0.0504243959351431,159,13
882,0.0243593874889894,0.030735107682856,160,12
883,0.0158207145040072,0.0268942674128865,150,13
884,0.0323483927396419,0.0547083118805639,154,13
885,0.0209209123509718,0.0405942814640265,157,13
886,0.0228759888372035,0.0390556084012444,164,13
887,0.0208529825907809,0.0375750071141363,152,12
888,0.0194975602647746,0.0434282446484054,160,15
889,0.00621882093114881,0.0206080040643365,157,14
890,0.0295693753020687,0.0425526139928986,159,13
891,0.0273802408952796,0.0394946300739702,155,15
892,0.024946391730387,0.0504514286499712,162,13
893,0.0166176315090842,0.0301609020833685,153,12
894,0.0341751690447329,0.0461984242932373,146,15
895,0.0204147071839107,0.0353950991315319,153,14
896,0.0292599122765802,0.045228069884586,154,13
897,0.014628309277032,0.0305923802481801,160,14
898,0.0225169542727441,0.0417003840351746,150,13
899,0.0387917327225489,0.0494219326534721,159,15
900,0.0133184214157544,0.0230413526832234,161,13
901,0.0064052193359732,0.0171743473266047,151,13
902,0.0175277721656809,0.0337518389378824,150,14
903,0.0218893698078807,0.0389222389006535,156,14
904,0.0344978791062678,0.0409677879367375,157,12
905,0.036651005911974,0.0482699149084652,151,13
906,0.0405640011347818,0.0502171268243408,161,13
907,0.0186901093019176,0.0362488631518714,161,14
908,0.0104539247504045,0.0311924086608457,154,14
909,0.0356881749753905,0.0463805730357916,163,13
910,0.0111758716128641,0.0356648457564839,138,15
911,0.018226194445025,0.0397748520451467,149,12
912,0.0293810184646818,0.0461141932573429,157,13
913,0.0246388633399631,0.0423246024881087,150,15
914,0.0296590740880101,0.038005006642246,152,13
915,0.015075722940955,0.0339901300976018,150,13
916,0.0200718071232595,0.0336744565799215,145,13
917,0.0216078240982565,0.0379176497156993,144,13
918,0.0208656829053682,0.0366984843229168,153,13
919,0.0403912051307781,0.0529017178860367,158,14
920,0.0195020638674975,0.0300738501243973,154,13
921,0.0166913220216147,0.0417502091051705,157,15
922,0.0186336027212438,0.0386472886291289,144,15
923,0.0416097257741047,0.0514397248761053,152,12
924,0.0318864065335028,0.04780215514202,156,14
925,0.0321456871931465,0.0398764103068312,149,14
926,0.0278219021347439,0.0446620685465376,148,13
927,0.0386052967372958,0.0455551493552608,157,13
928,0.025890290150043,0.036310392075904,159,13
929,0.0167136092049939,0.0451199452809764,150,13
930,0.0341253186838984,0.0449267352161613,151,15
931,0.0395911009281063,0.0621397234830952,156,13
932,0.0208054200752107,0.0439508653352643,142,13
933,0.0150096599781066,0.0382125688961029,157,13
934,0.0327191814766707,0.0424215113322915,163,12
935,0.0138614882943119,0.0338079642231589,166,14
936,0.0447133616056691,0.0510900893205177,154,12
937,0.0245711963466284,0.0445843704512138,153,15
938,0.0349192161711478,0.0644871221398883,161,13
939,0.0214036326484339,0.0313180199964597,155,14
940,0.0496907989530551,0.0533814229509353,159,13
941,0.0264896161634699,0.0390621318820356,158,14
942,0.031762806395238,0.0463320101905699,160,14
943,0.0210104620563442,0.0494647713918006,159,14
944,0.0200047373938959,0.0368093063798422,148,13
945,0.0136560715041408,0.0212599804196667,155,12
946,0.0371405163703128,0.0600680845574512,158,13
947,0.034652451102387,0.0454054675303852,163,14
948,0.0218771179722115,0.0375957340079742,159,13
949,0.0199914013973023,0.0357105655485778,150,14
950,0.033375970885292,0.0383858222774876,159,13
951,0.0312663921383277,0.0439833761065935,159,15
952,0.0146077616165909,0.0245900776098778,147,13
953,0.0126031790982713,0.0304048820583889,160,15
954,0.0315679394663868,0.0461600000421789,160,14
955,0.0192648766514473,0.0423575992719724,158,15
956,0.0311015073818556,0.0475684777925226,165,13
957,0.0297573989405574,0.0478920286568079,160,15
958,0.0307964249797097,0.0512960162537677,153,13
959,0.0211486446901824,0.0496590722139889,158,14
960,0.0152943164595029,0.0256735121813866,156,12
961,0.0223559293005566,0.0443651054910398,151,15
962,0.0253752916839247,0.0547736467711508,151,15
963,0.0343862765024665,0.0551761485337463,155,15
964,0.0267047602828712,0.0349208212304902,164,13
965,0.028691914063416,0.0489299622255071,155,13
966,0.0295901294021677,0.0459354212926284,158,13
967,0.0197908248273096,0.0318515642923477,150,14
968,0.025709926767856,0.0416122584490798,144,12
969,0.0292901466193545,0.05050490495204,155,16
970,0.0230457019390849,0.0360535269982362,151,14
971,0.034144904805571,0.0438072211260856,151,13
972,0.014594332435451,0.0361076510054,156,13
973,0.0079349096642222,0.0329215365571088,158,12
974,0.0219162746998991,0.0478549797040464,156,13
975,0.0287602488645871,0.0362283221236223,168,13
976,0.0230733461902395,0.0337637978576513,151,13
977,0.0267504235885395,0.0354679374540441,163,13
978,0.00903575684615004,0.016644567390349,149,12
979,0.0401222082828183,0.0635536600284449,151,14
980,0.0268186191053497,0.0395110493612981,146,12
981,0.0345052929480729,0.0594905369611992,164,12
982,0.0281684596002196,0.0409624937204255,155,16
983,0.0176435087441427,0.0366550652352379,156,13
984,0.0279122620781785,0.0422333113540652,165,13
985,0.0162056367343951,0.026200121627457,158,14
986,0.0316758134277411,0.0410065433899016,153,12
987,0.00852901729499673,0.0225257529010964,161,14
988,0.0302776386467831,0.0521110992536637,155,13
989,0.0208452364209229,0.0418997991841931,153,13
990,0.0228087417629492,0.0360938987758151,158,13
991,0.00539948145561962,0.0203704589748112,155,14
992,0.0362348220497428,0.0451670485216353,152,13
993,0.0250719302453438,0.0430059870270798,149,15
994,0.0337025740909371,0.0549936145124157,156,13
995,0.0125853669690768,0.0236231643420754,152,14
996,0.0221380678926305,0.0290237605375622,158,13
997,0.0271357874305321,0.0390981247176817,167,13
998,0.0331151103206475,0.0488611708525671,158,12
999,0.0184673052527187,0.0357469719614252,173,14
1000,0.0187430508152011,0.0291296978691085,161,13
1001,0.0249298834790567,0.0371073742173272,172,12
1002,0.0342470508948173,0.0459520017892879,151,14
1003,0.0174564341604194,0.0334012220149694,156,13
1004,0.0187379705918763,0.0392979730567498,163,13
1005,0.0219752626827767,0.0405995828092816,163,14
1006,0.0184931368993123,0.0329173743480325,160,14
1007,0.022495698836921,0.0352350061427738,147,13
1008,0.0171605125848378,0.0330485459456523,153,15
1009,0.0296324495434885,0.041042287213036,165,13
1010,0.0188091162230012,0.038042050176619,162,13
